,OTU,environmental_category,dsrab_type,supercluster,level1_taxon,level2_taxon,level3_taxon
150,Desulfobacter_curvatus__DsbCurv2,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
151,Desulfocella_halophila__DeuHalo2,Alkaliphilic/Halophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
152,Desulfobacterium_oleovorans__DstOleov,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
153,Desulfobulbus_elongatus__DlbElon2,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
154,Desulfobacterium_vacuolatum__DstVacu2,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
155,Desulfosarcina_cetonica__DeoCeto2,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
156,Desulfotignum_phosphitoxidans__DstPhos3,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
157,Desulfotignum_balticum__DstBalt3,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
158,Desulfotignum_balticum__DstBalt4,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
159,Desulfotignum_balticum__DstBalt5,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
160,Desulfotignum_balticum__DstBalt6,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
161,uncultured_bacterium__Unc01cxe,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
162,uncultured_bacterium__Unc01cxf,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
163,uncultured_bacterium__Unc01cxg,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
164,uncultured_bacterium__Unc01cxh,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
165,uncultured_bacterium__Unc01cxi,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
166,uncultured_bacterium__Unc01cxj,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
167,uncultured_bacterium__Unc01cxk,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
168,uncultured_bacterium__Unc01cxm,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
169,uncultured_bacterium__Unc01cxn,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
170,uncultured_bacterium__Unc01cxo,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
171,uncultured_bacterium__Unc01cxp,Estuarine,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Unclassified
172,uncultured_bacterium__Unc01cxq,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
173,uncultured_bacterium__Unc01cxs,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
174,uncultured_bacterium__Unc01cxt,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Unclassified, Unclassified, Unclassified
175,Desulfobacca_acetoxidans__DebAcet2,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacca acetoxidans lineage
176,Desulfacinum_infernum__DlcInfe3,Thermophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
177,Desulfofustis_glycolicus__DffGlyc3,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
178,Desulfomicrobium_apsheronum__DscApsh8,Unknown/Misc,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfomicrobiaceae
179,Desulfovibrio_piger__DslPige4,Symbiotic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
180,Desulfovibrio_aespoeensis__DslAesp3,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
181,uncultured_bacterium_E5-46-1a_dsrA_like__Unc01cxu,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
182,uncultured_bacterium_E5-46-1b_dsrB_like__Unc01cxv,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
183,uncultured_bacterium_E5-46-5a_dsrA_like__Unc01cxw,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
184,uncultured_bacterium_E5-46-11a_dsrA_like__Unc01cxy,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
185,uncultured_bacterium_E5-46-11b_dsrB_like__Unc01cxz,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
186,uncultured_bacterium_E5-46-12b_dsrB_like__Unc01cy0,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
187,uncultured_bacterium_W6-38-18a_dsrA__Unc01cy3,Freshwater,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Unclassified
188,uncultured_bacterium_W6-38-18b_dsrB__Unc01cy4,Freshwater,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Unclassified
189,uncultured_bacterium_W6-38-24a_dsrA__Unc01cy5,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
190,uncultured_bacterium_W6-38-24b_dsrB_like__Unc01cy6,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
191,uncultured_bacterium_W6-38-25a_dsrA__Unc01cy7,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
192,uncultured_bacterium_W6-38-34a__Unc01cyb,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
193,uncultured_bacterium_W6-38-36b__Unc01cyd,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
194,uncultured_bacterium_W6-38_dsrA__Unc01cye,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
195,"Desulfococcus_multivorans,_strain_Göttingen,_dsrA+B__DlsMult2",Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
196,Thermodesulforhabdus_norvegica__ThmNorv2,Thermophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
197,"Desulfovibrio_desulfuricans_subsp._aestuarii,_strain_sylt_3,_dsrA+B__DslDes14",Unknown/Misc,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
198,"Desulfosarcina_variabilis,_strain_Montpellier,_dsrA+B__DeoVari3",Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
199,Desulfobulbus_elongatus__DlbElon3,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
200,Desulfotomaculum_kuznetsovii__DslKuzn6,Thermophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
201,Desulfotomaculum_thermobenzoicum__DslThe11,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
202,uncultured_sulfate-reducing_bacterium__UncSu284,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
203,uncultured_sulfate-reducing_bacterium__UncSu285,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
204,uncultured_sulfate-reducing_bacterium__UncSu286,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
205,uncultured_sulfate-reducing_bacterium__UncSu287,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
206,uncultured_sulfate-reducing_bacterium__UncSu288,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
207,uncultured_sulfate-reducing_bacterium__UncSu289,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
208,uncultured_sulfate-reducing_bacterium__UncSu291,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
209,uncultured_sulfate-reducing_bacterium__UncSu292,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
210,uncultured_sulfate-reducing_bacterium__UncSu293,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
211,uncultured_sulfate-reducing_bacterium__UncSu294,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
212,uncultured_sulfate-reducing_bacterium__UncSu295,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
213,uncultured_sulfate-reducing_bacterium__UncSu296,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
214,uncultured_sulfate-reducing_bacterium__UncSu297,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
215,uncultured_sulfate-reducing_bacterium__UncSu298,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
216,uncultured_sulfate-reducing_bacterium__UncSu299,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
217,uncultured_sulfate-reducing_bacterium__UncSu300,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
218,uncultured_sulfate-reducing_bacterium__UncSu301,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
219,uncultured_sulfate-reducing_bacterium__UncSu302,Estuarine,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
220,uncultured_sulfate-reducing_bacterium__UncSu303,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
221,uncultured_sulfate-reducing_bacterium__UncSu305,Estuarine,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
222,uncultured_sulfate-reducing_bacterium__UncSu306,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
223,uncultured_sulfate-reducing_bacterium__UncSu307,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
224,uncultured_sulfate-reducing_bacterium__UncSu308,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
225,uncultured_sulfate-reducing_bacterium__UncSu309,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
226,uncultured_sulfate-reducing_bacterium__UncSu310,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
227,uncultured_sulfate-reducing_bacterium__UncSu311,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
228,uncultured_sulfate-reducing_bacterium__UncSu312,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
229,uncultured_sulfate-reducing_bacterium__UncSu313,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
230,uncultured_sulfate-reducing_bacterium__UncSu314,Estuarine,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
231,uncultured_sulfate-reducing_bacterium__UncSu315,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
232,uncultured_sulfate-reducing_bacterium__UncSu316,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
233,uncultured_sulfate-reducing_bacterium__UncSu317,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
234,uncultured_sulfate-reducing_bacterium__UncSu318,Estuarine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
235,uncultured_sulfate-reducing_bacterium__UncSu319,Estuarine,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 5
236,uncultured_sulfate-reducing_bacterium__UncSu320,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
237,uncultured_sulfate-reducing_bacterium__UncSu321,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
238,uncultured_sulfate-reducing_bacterium__UncSu322,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
239,uncultured_sulfate-reducing_bacterium__UncSu323,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
240,uncultured_sulfate-reducing_bacterium__UncSu324,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
241,uncultured_sulfate-reducing_bacterium__UncSu386,Marine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Unclassified
242,uncultured_sulfate-reducing_bacterium__UncSu387,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
243,uncultured_sulfate-reducing_bacterium__UncSu392,Marine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Unclassified
244,uncultured_sulfate-reducing_bacterium__UncSu396,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
245,uncultured_sulfate-reducing_bacterium__UncSu397,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfatiglans anilini lineage
246,uncultured_sulfate-reducing_bacterium__UncSu398,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfatiglans anilini lineage
247,Desulfovibrio_desulfuricans_subsp._desulfuricans__DslDes15,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
248,uncult._SRB_UMTRAdsr610-29__UcltSRB0,Freshwater,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Unclassified
249,uncult._SRB_UMTRAdsr617-7__UcltSRB2,Freshwater,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Unclassified
250,uncult._sRB_UMTRAdsr626-2__UcltSRB3,Freshwater,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Unclassified
251,uncult._SRB_UMTRAdsr828-28__UcltSRB4,Freshwater,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Unclassified
252,uncult._SRB_UMTRAdsr617-18__UcltSRB5,Freshwater,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Unclassified
253,uncult._SRB_UMTRAdsr610-1__UcltSRB7,Freshwater,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Unclassified
254,uncult._SRB_UMTRAdsr828-1__UcltSRB8,Freshwater,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacca acetoxidans lineage
255,uncult._SRB_UMTRAdsr624-18__UcltSRB9,Freshwater,Reductive bacterial type DsrAB, Nitrospirae supercluster, Unclassified, Unclassified, Uncultured family-level lineage 10
256,uncult._SRB_UMTRAdsr610-28__UcltSR10,Freshwater,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 9
