,hit_id,sample_id,subject_id,leaf_id,ref_id
303,OWCI01.4612.1_4/11-266,SAMEA3708670,,S21,Bilophila_wadsworthia__BilWads6
304,OWCI01.296.1_1/1-101,SAMEA3708670,,,
305,OWCI01.68494.1_2/1-101,SAMEA3708670,,,
306,OWCI01.68494.1_1/11-75,SAMEA3708670,,,
307,OZUZ01.24779.1_1/6-86,SAMN06164889,19400493,S848,
308,UYDZ01.26636.1_2/64-139,SAMEA1972188,,S849,Bilophila_sp._4_1_30__BilSpec3
309,UPXD01.691.1_24/64-437,SAMN06112021,,S9,Bilophila_wadsworthia__BilWads6
310,UPXD01.2.1_99/62-435,SAMN06112021,,S652,uncultured_bacterium__EF645667
311,UPXD01.691.1_23/11-266,SAMN06112021,,S63,Bilophila_wadsworthia__BilWads6
312,UPXD01.2.1_100/11-266,SAMN06112021,,S363,uncultured_bacterium__EF645667
313,UPXD01.109038.1_1/1-138,SAMN06112021,,,
314,UMCG01.31402.1_1/1-347,SAMEA4835963,,S631,Desulfovibrio_sp._3_1_syn3__DsvSp230
315,UMCG01.63482.1_1/1-174,SAMEA4835963,,S855,Bilophila_sp._4_1_30__BilSpec3
316,UMCG01.65871.1_1/2-99,SAMEA4835963,,,
317,ORKP01.88433.1_1/2-175,SAMN04329774,,S856,Bilophila_sp._4_1_30__BilSpec3
318,UYFG01.62741.1_1/5-119,SAMEA2152531,,S396,Desulfitibacter_alkalitolerans__DfiAlka2
319,UYFG01.62741.1_2/1-100,SAMEA2152531,,S395,Anaerobic_bacterium_sk.prop8__Bv2Prop2
320,OYRM01.1253.1_1/64-397,SAMN06165663,60238506,S653,Bilophila_wadsworthia__BilWads6
321,OYRM01.1554.1_2/1-238,SAMN06165663,60238506,,
322,UPML01.16805.1_1/51-424,SAMEA2737860,,S494,Desulfovibrio_piger__DslPige3
323,UPML01.16805.1_2/11-266,SAMEA2737860,,S786,Desulfovibrio_piger__DslPige3
324,OYPS01.3119.1_1/1-196,SAMN06165490,17086721,,
325,OYPS01.5754.1_2/1-123,SAMN06165490,17086721,,
326,OWSH01.22541.1_1/32-302,SAMEA4378310,,S860,Desulfovibrio_piger__DslPige3
327,OWSH01.22541.1_2/11-100,SAMEA4378310,,,
328,OWSH01.27182.1_1/62-135,SAMEA4378310,,,
329,OYUU01.401.1_2/52-399,SAMN06165710,71936712,S423,Anaerobic_bacterium_sk.prop8__Bv2Prop2
330,OYUU01.401.1_3/7-240,SAMN06165710,71936712,S424,Desulfitibacter_alkalitolerans__DfiAlka2
331,ORRQ01.6132.1_4/63-436,SAMEA2338628,,S320,Desulfovibrio_piger__DslPige3
332,ORRQ01.6132.1_3/11-266,SAMEA2338628,,S819,Desulfovibrio_piger__DslPige3
333,ORRQ01.63687.1_2/11-143,SAMEA2338628,,,
334,ORRQ01.63687.1_1/1-131,SAMEA2338628,,,
335,OWHK01.3364.1_5/62-435,SAMN04480494,,S447,uncultured_bacterium__EF645667
336,OWHK01.3364.1_6/11-266,SAMN04480494,,S862,uncultured_bacterium__EF645667
337,UXRK01.9861.1_1/63-436,SAMEA2151703,,S376,Desulfovibrio_piger__DslPige3
338,UXRK01.9861.1_2/11-266,SAMEA2151703,,S712,Desulfovibrio_piger__DslPige3
339,JAJXMQ01.202.1_1/63-396,SAMN23483689,,S398,Desulfovibrio_piger__DslPige3
340,JAJXMQ01.382.1_2/11-266,SAMN23483689,,S820,uncultured_bacterium__EF645667
341,USXT01.2736.1_8/63-436,SAMN06112091,,S672,Desulfovibrio_piger__DslPige3
342,USXT01.2736.1_4/63-436,SAMN06112091,,S672,Desulfovibrio_piger__DslPige3
343,USXT01.2736.1_3/11-266,SAMN06112091,,S863,Desulfovibrio_piger__DslPige3
344,USXT01.2736.1_7/11-266,SAMN06112091,,S863,Desulfovibrio_piger__DslPige3
345,USXT01.92640.1_1/4-163,SAMN06112091,,S850,Bilophila_wadsworthia__BilWads6
346,OYHX01.1232.1_1/64-437,SAMN06165348,10057608,S9,Bilophila_wadsworthia__BilWads6
347,OYHX01.1232.1_2/11-266,SAMN06165348,10057608,S63,Bilophila_wadsworthia__BilWads6
348,ORST01.20553.1_2/64-437,SAMEA2338652,,S141,uncultured_bacterium__EF645667
349,ORST01.37900.1_2/11-157,SAMEA2338652,,S864,Bilophila_wadsworthia__BilWads6
350,ORST01.52934.1_1/1-115,SAMEA2338652,,,
351,ORST01.37900.1_1/1-130,SAMEA2338652,,,
352,ORST01.20553.1_3/11-96,SAMEA2338652,,,
353,ORNB01.49681.1_1/1-113,SAMEA2338705,,,
354,CAABIR01.22735.1_1/1-184,SAMN00990340,,,
355,OYTK01.888.1_1/1-256,SAMN06165529,19061811,,
356,OUOE01.124641.1_1/1-72,SAMN04158622,,,
357,UEOE01.198.1_13/64-437,SAMN06115439,,S9,Bilophila_wadsworthia__BilWads6
358,UEOE01.198.1_14/11-266,SAMN06115439,,S63,Bilophila_wadsworthia__BilWads6
359,OWEW01.429.1_22/64-437,SAMEA3708657,,S9,Bilophila_wadsworthia__BilWads6
360,OWEW01.429.1_21/11-266,SAMEA3708657,,S17,Bilophila_sp._4_1_30__BilSpec3
361,ORNE01.24213.1_2/64-170,SAMEA2338726,,,
362,OWFW01.9811.1_2/64-437,SAMEA3708545,,S142,uncultured_bacterium__EF645667
363,OWFW01.5308.1_2/11-266,SAMEA3708545,,S63,Bilophila_wadsworthia__BilWads6
364,OWFW01.9811.1_1/11-266,SAMEA3708545,,S499,Desulfovibrio_desulfuricans__DslDes17
365,OVYP01.3.1_182/62-435,SAMEA3708580,,S451,uncultured_bacterium__EF645667
366,OVYP01.3.1_183/11-266,SAMEA3708580,,S419,uncultured_bacterium__EF645667
367,UMLK01.30077.1_2/1-228,SAMEA4836198,,,
368,UMLK01.81055.1_1/11-152,SAMEA4836198,,,
369,UMLK01.36607.1_1/63-155,SAMEA4836198,,,
370,UXRS01.32882.1_2/11-266,SAMEA2151010,,S902,Bilophila_wadsworthia__BilWads6
371,UXRS01.71017.1_1/63-127,SAMEA2151010,,,
372,OUOV01.53054.1_1/1-103,SAMN05356884,,,
373,ORTS01.11589.1_2/62-435,SAMEA2338852,,S654,uncultured_bacterium__EF645667
374,ORTS01.11589.1_1/11-266,SAMEA2338852,,S363,uncultured_bacterium__EF645667
375,ORTS01.45579.1_2/1-207,SAMEA2338852,,S910,Bilophila_wadsworthia__BilWads6
376,ORTS01.45579.1_1/11-127,SAMEA2338852,,,
377,OYUC01.318.1_3/1-124,SAMN06165552,19702233,S252,Desulfovibrio_piger__DslPige3
378,OYUC01.318.1_2/11-124,SAMN06165552,19702233,,
379,OYUC01.318.1_1/1-95,SAMN06165552,19702233,,
380,OQUL01.146329.1_2/1-137,SAMN06018976,,,
381,OQUL01.120143.1_1/1-102,SAMN06018976,,,
382,OQUL01.5270.1_6/27-293,SAMN06018976,,S918,Moorella_thermoacetica_Y72_copy_2__MooTher5
383,OQUL01.3418.1_7/28-293,SAMN06018976,,S919,Moorella_thermoacetica_Y72_copy_2__MooTher5
384,OQUL01.684.1_8/28-287,SAMN06018976,,S920,Moorella_thermoacetica_Y72_copy_2__MooTher5
385,UMDT01.9418.1_1/2-228,SAMEA4836001,,,
386,OYGV01.84.1_5/55-399,SAMN06165591,30733891,S425,Anaerobic_bacterium_sk.prop8__Bv2Prop2
387,OYGV01.84.1_4/5-240,SAMN06165591,30733891,S426,Desulfitibacter_alkalitolerans__DfiAlka2
388,OYGV01.2958.1_1/4-185,SAMN06165591,30733891,S921,uncultured_bacterium__EF645665
389,OYGV01.1654.1_2/11-144,SAMN06165591,30733891,,
390,OYGV01.1654.1_1/1-108,SAMN06165591,30733891,,
391,ULVD01.76205.1_2/1-339,SAMEA4835777,,,
392,ULVD01.86472.1_1/11-266,SAMEA4835777,,S865,uncultured_bacterium__EF645667
393,ULVD01.86472.1_2/1-260,SAMEA4835777,,,
394,ULVD01.76205.1_1/11-213,SAMEA4835777,,,
395,ULVD01.39250.1_1/62-132,SAMEA4835777,,,
396,USUP01.24133.1_1/11-266,SAMN06111959,,S866,uncultured_bacterium__EF645667
397,USUP01.51339.1_1/62-181,SAMN06111959,,S655,uncultured_bacterium__EF645667
398,ORRE01.7245.1_2/54-252,SAMEA2338648,,S427,Bilophila_sp._4_1_30__BilSpec3
399,UXRM01.77822.1_1/1-232,SAMEA2151007,,,
400,UXRM01.68698.1_1/1-125,SAMEA2151007,,,
401,OWAP01.42335.1_2/2-159,SAMEA3708593,,S933,Bilophila_sp._4_1_30__BilSpec3
402,OWAP01.45140.1_1/1-65,SAMEA3708593,,,
403,UEPD01.317.1_11/64-437,SAMN06115416,,S9,Bilophila_wadsworthia__BilWads6
404,UEPD01.5105.1_1/65-438,SAMN06115416,,S587,Desulfovibrio_piger__DslPige3
405,UEPD01.317.1_12/11-266,SAMN06115416,,S63,Bilophila_wadsworthia__BilWads6
406,ULQL01.74378.1_1/1-193,SAMEA4835654,,S903,Desulfovibrio_vulgaris__DQ826729
407,ULQL01.32657.1_4/63-193,SAMEA4835654,,,
408,ULQL01.43782.1_1/1-122,SAMEA4835654,,,
409,ULQL01.70530.1_1/1-122,SAMEA4835654,,,
410,ULQL01.27310.1_2/63-170,SAMEA4835654,,,
411,ULQL01.59244.1_1/1-98,SAMEA4835654,,,
412,ULQL01.74378.1_2/11-104,SAMEA4835654,,,
413,OXYV01.4533.1_1/2-366,SAMN06164630,14315964,S948,Desulfovibrio_piger__DslPige4
414,OXYV01.4533.1_2/11-266,SAMN06164630,14315964,S253,Desulfovibrio_piger__DslPige3
415,UMFW01.23322.1_1/6-143,SAMEA4836056,,,
416,UMFW01.584.1_1/6-143,SAMEA4836056,,,
417,UMFW01.36526.1_2/1-155,SAMEA4836056,,S364,Desulfovibrio_piger__DslPige3
418,UMFW01.27601.1_4/63-179,SAMEA4836056,,,
419,CAJLAW01.42.1_6/27-293,SAMEA7847818,ERP004605|V1.FI17,S918,Moorella_thermoacetica_Y72_copy_2__MooTher5
420,UMAW01.45366.1_2/2-142,SAMEA4835925,,,
421,UMAW01.45366.1_1/11-95,SAMEA4835925,,,
422,UXSA01.2681.1_2/63-436,SAMEA2157972,,S673,Desulfovibrio_piger__DslPige3
423,UXSA01.47346.1_2/11-266,SAMEA2157972,,S254,Desulfovibrio_piger__DslPige3
424,UXSA01.109559.1_1/1-226,SAMEA2157972,,S954,Anaerobic_bacterium_sk.prop8__Bv2Prop2
425,JAGZCI01.95.1_8/28-287,SAMN17800707,,S920,Moorella_thermoacetica_Y72_copy_2__MooTher5
426,OZKU01.16608.1_1/11-224,SAMN06165235,70838280,S846,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
427,OZKU01.16608.1_2/12-176,SAMN06165235,70838280,,
428,UEPI01.3670.1_1/64-437,SAMN06115442,,S619,Bilophila_wadsworthia__BilWads6
429,UEPI01.11494.1_2/1-356,SAMN06115442,,S487,Desulfovibrio_piger__DslPige3
430,UEPI01.3670.1_2/11-266,SAMN06115442,,S617,Bilophila_wadsworthia__BilWads6
431,UEPI01.14834.1_2/2-195,SAMN06115442,,,
432,UEPI01.11494.1_1/11-160,SAMN06115442,,,
433,USWS01.38141.1_2/1-92,SAMN06112025,,,
434,OUPN01.13122.1_1/2-156,SAMN05194699,,,
435,OYPQ01.1851.1_1/11-102,SAMN06165499,18075722,S960,Bilophila_sp._4_1_30__BilSpec3
436,OYPQ01.1851.1_2/1-89,SAMN06165499,18075722,,
437,OPQI01.33891.1_1/1-206,SAMEA2042216,,,
438,OPQI01.11869.1_2/64-211,SAMEA2042216,,,
439,CABLZU01.13.1_77/28-293,SAMEA5851658,,S963,Moorella_thermoacetica_Y72_copy_2__MooTher5
440,UEPU01.6531.1_4/65-438,SAMN06115516,,S598,Desulfovibrio_piger__DslPige3
441,UEPU01.11586.1_2/1-253,SAMN06115516,,S851,Bilophila_wadsworthia__BilWads6
442,UEPU01.6531.1_3/11-266,SAMN06115516,,S964,Desulfovibrio_piger__DslPige3
443,UEPU01.11586.1_3/2-297,SAMN06115516,,S965,Desulfovibrio_vulgaris__DQ826729
444,UEPU01.84587.1_1/1-194,SAMN06115516,,S966,Bilophila_wadsworthia__BilWads6
445,OYSE01.180.1_2/64-437,SAMN06165525,18912764,S9,Bilophila_wadsworthia__BilWads6
446,OYSE01.180.1_1/11-208,SAMN06165525,18912764,,
447,UPMJ01.60113.1_1/1-157,SAMEA2737823,,S967,Bilophila_wadsworthia__BilWads6
448,OWHW01.16582.1_2/62-435,SAMN04480494,,S447,uncultured_bacterium__EF645667
449,OWHW01.16582.1_1/11-150,SAMN04480494,,S419,uncultured_bacterium__EF645667
450,UEOQ01.7219.1_1/63-436,SAMN06115530,,S575,Desulfovibrio_piger__DslPige3
451,UEOQ01.7219.1_2/11-266,SAMN06115530,,S251,Desulfovibrio_piger__DslPige3
452,UEOQ01.36910.1_2/11-201,SAMN06115530,,S22,Bilophila_wadsworthia__BilWads6
453,UEOQ01.44169.1_1/63-175,SAMN06115530,,,
454,UEOQ01.36910.1_1/2-86,SAMN06115530,,S975,Bilophila_wadsworthia__BilWads6
455,ORIG01.7211.1_1/1-285,SAMN04329867,,S976,Anaerobic_bacterium_sk.prop8__Bv2Prop2
456,ORIG01.18078.1_1/1-111,SAMN04329867,,S889,Desulfitibacter_alkalitolerans__DfiAlka2
457,UPFR01.81236.1_2/6-102,SAMEA2737660,D266_G,,
458,OVZV01.29537.1_2/1-216,SAMEA3708564,,,
459,OVZV01.29537.1_1/11-103,SAMEA3708564,,,
460,ORRA01.5843.1_3/151-524,SAMEA2338650,,S129,Desulfovibrio_sp._3_1_syn3__DsvSp230
461,ORRA01.5843.1_4/11-266,SAMEA2338650,,S846,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
462,UPWT01.22340.1_1/63-409,SAMN06112041,,,
463,UPWT01.21622.1_1/64-377,SAMN06112041,,,
464,UPWT01.18610.1_1/11-266,SAMN06112041,,S63,Bilophila_wadsworthia__BilWads6
465,UPWT01.27774.1_1/1-229,SAMN06112041,,,
466,OPCP01.24730.1_1/64-247,SAMEA2042572,,,
467,OPCP01.30717.1_1/1-132,SAMEA2042572,,,
468,OPCP01.46669.1_2/15-208,SAMEA2042572,,,
469,OPCP01.46669.1_1/11-81,SAMEA2042572,,,
470,CAJMAD01.3.1_284/64-437,SAMEA7847280,,S9,Bilophila_wadsworthia__BilWads6
471,CAJMAD01.3.1_283/11-266,SAMEA7847280,,S63,Bilophila_wadsworthia__BilWads6
472,ORQO01.10375.1_1/63-436,SAMEA2338643,,S674,Desulfovibrio_piger__DslPige3
473,ORQO01.27408.1_1/2-106,SAMEA2338643,,,
474,ORBU01.35286.1_1/63-436,SAMN04158624,,S612,uncultured_bacterium__EF645667
475,ORBU01.142287.1_1/10-194,SAMN04158624,,S778,Desulfitibacter_alkalitolerans__DfiAlka2
476,ORBU01.35286.1_2/11-184,SAMN04158624,,S981,uncultured_bacterium__EF645666
477,ORBU01.41053.1_1/52-125,SAMN04158624,,,
478,ORQS01.4439.1_8/62-435,SAMEA2338658,,S447,uncultured_bacterium__EF645667
479,ORQS01.17894.1_1/1-355,SAMEA2338658,,,
480,ORQS01.17894.1_2/11-266,SAMEA2338658,,S23,Bilophila_wadsworthia__BilWads6
481,ORQS01.4439.1_9/11-183,SAMEA2338658,,S419,uncultured_bacterium__EF645667
482,UXQO01.16248.1_2/63-436,SAMEA2144555,,S487,Desulfovibrio_piger__DslPige3
483,UXQO01.16248.1_3/11-266,SAMEA2144555,,S713,Desulfovibrio_piger__DslPige3
484,OYMW01.105.1_3/64-437,SAMN06165678,70312587,S656,uncultured_bacterium__EF645667
485,OYMW01.105.1_2/11-266,SAMN06165678,70312587,S363,uncultured_bacterium__EF645667
486,OQLR01.36961.1_1/64-124,SAMD00036402,,S988,Bilophila_wadsworthia__BilWads6
487,OWDU01.2997.1_4/62-435,SAMEA3708491,,S447,uncultured_bacterium__EF645667
488,OWDU01.2997.1_3/11-266,SAMEA3708491,,S363,uncultured_bacterium__EF645667
489,OWDU01.46775.1_2/1-285,SAMEA3708491,,,
490,ULWB01.36789.1_1/1-343,SAMEA4835799,,S989,uncultured_bacterium__EF645667
491,ULWB01.36789.1_2/11-266,SAMEA4835799,,S990,uncultured_bacterium__EF645667
492,ULWB01.60931.1_2/1-92,SAMEA4835799,,,
493,OUQO01.46197.1_1/6-170,SAMN05194700,,,
494,OYRH01.1603.1_2/30-403,SAMN06165590,30733891,S9,Bilophila_wadsworthia__BilWads6
495,OYRH01.496.1_3/63-436,SAMN06165590,30733891,S351,uncultured_bacterium__EF645667
496,OYRH01.434.1_5/55-399,SAMN06165590,30733891,S425,Anaerobic_bacterium_sk.prop8__Bv2Prop2
497,OYRH01.496.1_2/11-266,SAMN06165590,30733891,S352,uncultured_bacterium__EF645667
498,OYRH01.434.1_4/5-240,SAMN06165590,30733891,S426,Desulfitibacter_alkalitolerans__DfiAlka2
499,OYRH01.1603.1_1/11-208,SAMN06165590,30733891,S991,Bilophila_wadsworthia__BilWads6
500,ORVY01.17645.1_1/62-435,SAMEA2338848,,S143,Bilophila_wadsworthia__BilWads6
501,ORVY01.12063.1_1/1-252,SAMEA2338848,,S419,uncultured_bacterium__EF645667
502,ORVY01.51296.1_1/2-253,SAMEA2338848,,,
503,ORVY01.17645.1_2/11-201,SAMEA2338848,,,
504,UZUM01.21865.1_1/1-131,SAMN00792096,,,
505,QAKC01.82.1_2/11-266,SAMN08294963,,S992,Bilophila_wadsworthia__BilWads6
506,QAKC01.82.1_1/1-134,SAMN08294963,,S993,Desulfovibrio_vulgaris__DQ826729
507,ORSI01.3940.1_3/62-435,SAMEA2338627,,S656,uncultured_bacterium__EF645667
508,ORSI01.3940.1_2/11-266,SAMEA2338627,,S363,uncultured_bacterium__EF645667
509,UMHQ01.12568.1_15/64-437,SAMEA4836098,,S9,Bilophila_wadsworthia__BilWads6
510,UMHQ01.12568.1_14/11-266,SAMEA4836098,,S63,Bilophila_wadsworthia__BilWads6
511,UMHQ01.25223.1_1/1-166,SAMEA4836098,,,
512,UMHQ01.36558.1_1/11-156,SAMEA4836098,,,
513,UMHQ01.61815.1_1/63-191,SAMEA4836098,,,
514,UMHQ01.26699.1_12/27-293,SAMEA4836098,,S918,Moorella_thermoacetica_Y72_copy_2__MooTher5
515,UMHQ01.45907.1_1/80-339,SAMEA4836098,,S1003,Moorella_thermoacetica_Y72_copy_2__MooTher5
516,JACOOA01.1.1_529/51-398,SAMN15805344,,S1004,Gordonibacter_pamelaeae__GrdPame5
517,JACOOA01.1.1_528/2-235,SAMN15805344,,S1005,Gordonibacter_pamelaeae__GrdPame5
518,JAHZCT01.24.1_5/50-397,SAMN19224953,,S365,Anaerobic_bacterium_sk.prop8__Bv2Prop2
519,JAHZCT01.24.1_4/7-240,SAMN19224953,,S623,Desulfitibacter_alkalitolerans__DfiAlka2
520,JAJWSO01.618.1_2/1-126,SAMN23483167,,,
521,OYVB01.2881.1_1/64-153,SAMN06165394,11992832,,
522,CAJLOH01.154.1_4/63-436,SAMEA7847876,SRP011011|ED10A,S1016,Desulfovibrio_sp._Dsv1__DsvSp233
523,CAJLOH01.154.1_3/11-266,SAMEA7847876,SRP011011|ED10A,S1017,Desulfovibrio_sp._Dsv1__DsvSp233
524,UZKL01.6074.1_5/64-151,SAMN00715233,,,
525,MNTW01.61.1_2/11-266,SAMN05717306,,S714,uncultured_bacterium__EF645667
526,MNTW01.34.1_2/11-266,SAMN05717306,,S255,Desulfovibrio_piger__DslPige3
527,MNTW01.10.1_1/63-210,SAMN05717306,,,
528,MNTW01.34.1_5/63-210,SAMN05717306,,,
529,MNTW01.34.1_1/1-187,SAMN05717306,,,
530,MNTW01.61.1_1/1-187,SAMN05717306,,,
531,USVH01.4993.1_5/53-397,SAMN06112072,,S1018,Anaerobic_bacterium_sk.prop8__Bv2Prop2
532,USVH01.28241.1_1/11-266,SAMN06112072,,S63,Bilophila_wadsworthia__BilWads6
533,USVH01.35410.1_2/3-237,SAMN06112072,,S1019,Gordonibacter_pamelaeae__GrdPame5
534,USVH01.4993.1_4/5-240,SAMN06112072,,S1020,Desulfitibacter_alkalitolerans__DfiAlka2
535,USVH01.35410.1_1/1-91,SAMN06112072,,,
536,OYID01.1181.1_1/1-193,SAMN06165414,12542142,,
537,ULVJ01.9402.1_2/11-266,SAMEA4835784,,S63,Bilophila_wadsworthia__BilWads6
538,ULVJ01.16671.1_5/64-228,SAMEA4835784,,,
539,ULVJ01.9402.1_1/1-195,SAMEA4835784,,,
540,CABQHI01.1.1_273/52-400,SAMEA5850079,,S1021,Gordonibacter_pamelaeae__GrdPame5
541,CABQHI01.1.1_272/3-238,SAMEA5850079,,S1022,Desulfitobacterium_sp._PCE-1__DstSpe13
542,OPBO01.33525.1_1/1-212,SAMEA2042509,,,
543,OPBO01.6386.1_4/28-293,SAMEA2042509,,S919,Moorella_thermoacetica_Y72_copy_2__MooTher5
544,UMHU01.29959.1_1/64-437,SAMEA4836101,,S9,Bilophila_wadsworthia__BilWads6
545,UMHU01.29959.1_2/11-266,SAMEA4836101,,S63,Bilophila_wadsworthia__BilWads6
546,OYMJ01.1588.1_1/11-232,SAMN06165631,50144974,S846,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
547,OYMJ01.2787.1_1/1-80,SAMN06165631,50144974,S1023,Bilophila_wadsworthia__BilWads6
548,JACYXG01.20.1_1/24-397,SAMN16287627,,S612,uncultured_bacterium__EF645667
549,JACYXG01.3.1_1/11-266,SAMN16287627,,S624,uncultured_bacterium__EF645667
550,JACYXG01.10.1_54/11-266,SAMN16287627,,S1024,Desulfovibrio_desulfuricans__DQ092635
551,UPQH01.3107.1_11/62-435,SAMEA2737797,,S447,uncultured_bacterium__EF645667
552,UPQH01.3107.1_12/11-266,SAMEA2737797,,S419,uncultured_bacterium__EF645667
553,OPRI01.2457.1_13/40-291,SAMEA2042406,,S1025,Moorella_thermoacetica_Y72_copy_2__MooTher5
554,UXMJ01.34174.1_1/64-138,SAMEA2156675,,,
555,UEST01.1562.1_6/64-437,SAMN06115430,,S9,Bilophila_wadsworthia__BilWads6
556,UEST01.1562.1_5/11-266,SAMN06115430,,S17,Bilophila_sp._4_1_30__BilSpec3
557,ORRO01.17421.1_2/1-374,SAMEA2338644,,S488,Desulfovibrio_piger__DslPige3
558,ORRO01.17421.1_1/11-266,SAMEA2338644,,S1006,uncultured_bacterium__EF645667
559,UYDK01.43761.1_1/5-350,SAMEA2158542,,S1026,Anaerobic_bacterium_sk.prop8__Bv2Prop2
560,UYDK01.43761.1_2/5-111,SAMEA2158542,,S1027,Desulfitibacter_alkalitolerans__DfiAlka2
561,VOFC01.6289.1_31/15-304,SAMN12384722,,S516,Anaerobic_bacterium_sk.prop8__Bv2Prop2
562,VOFC01.6289.1_29/2-118,SAMN12384722,,,
563,VOFC01.6289.1_30/6-97,SAMN12384722,,S1029,Deep_sea_sediment_clone__JN798931
564,OXCV01.12278.1_2/25-398,SAMN05827097,T003950,S799,Desulfovibrio_piger__DslPige3
565,OXCV01.14918.1_1/6-128,SAMN05827097,T003950,S715,uncultured_bacterium__EF645667
566,OVGC01.3436.1_2/62-435,SAMN06016382,,S447,uncultured_bacterium__EF645667
567,OVGC01.3436.1_1/11-266,SAMN06016382,,S867,uncultured_bacterium__EF645667
568,OVGC01.52509.1_1/1-240,SAMN06016382,,S1030,Bilophila_wadsworthia__BilWads6
569,UMHM01.98159.1_2/1-302,SAMEA4836095,,S129,Desulfovibrio_sp._3_1_syn3__DsvSp230
570,UMHM01.22396.1_3/1-228,SAMEA4836095,,,
571,OVGU01.56195.1_1/58-179,SAMN06016422,,S1032,Bilophila_wadsworthia__BilWads6
572,USVW01.1446.1_16/11-266,SAMN06112061,,S251,Desulfovibrio_piger__DslPige3
573,USVW01.13604.1_1/63-327,SAMN06112061,,,
574,USVW01.1446.1_17/1-134,SAMN06112061,,,
575,USUH01.25059.1_1/1-231,SAMN06111944,,,
576,USUO01.22186.1_2/3-374,SAMN06112068,,S4,Bilophila_sp._4_1_30__BilSpec3
577,USUO01.1497.1_18/11-266,SAMN06112068,,S821,uncultured_bacterium__EF645667
578,USUO01.22186.1_1/11-266,SAMN06112068,,S63,Bilophila_wadsworthia__BilWads6
579,USUO01.78664.1_1/1-224,SAMN06112068,,,
580,USUO01.2852.1_9/63-225,SAMN06112068,,,
581,USUO01.14438.1_2/63-225,SAMN06112068,,,
582,OWAJ01.9816.1_2/51-424,SAMEA3708685,,S321,Desulfovibrio_piger__DslPige3
583,OWAJ01.933.1_7/64-437,SAMEA3708685,,S9,Bilophila_wadsworthia__BilWads6
584,OWAJ01.933.1_8/11-266,SAMEA3708685,,S63,Bilophila_wadsworthia__BilWads6
585,OWAJ01.9816.1_1/11-266,SAMEA3708685,,S251,Desulfovibrio_piger__DslPige3
586,UYEW01.64807.1_1/1-261,SAMEA2157850,,S428,Bilophila_wadsworthia__BilWads6
587,UYEW01.35589.1_1/64-159,SAMEA2157850,,,
588,UYEW01.21524.1_2/30-287,SAMEA2157850,,S1035,Moorella_thermoacetica_Y72_copy_2__MooTher5
589,CABSZM01.9.1_14/572-834,SAMEA5852573,,S1036,Moorella_thermoacetica_Y72_copy_2__MooTher5
590,USXV01.40500.1_1/1-203,SAMN06111945,,S454,Bilophila_wadsworthia__BilWads6
591,USXV01.76553.1_1/1-177,SAMN06111945,,,
592,USXV01.62479.1_1/43-232,SAMN06111945,,S1037,Thermodesulfobium_narugense__CP002690
593,USXV01.52057.1_1/16-200,SAMN06111945,,S1038,Anaerobic_bacterium_sk.prop8__Bv2Prop2
594,OZME01.25330.1_1/2-176,SAMN06164451,10713431,S1039,Desulfovibrio_piger__DslPige4
595,OZME01.44656.1_1/1-85,SAMN06164451,10713431,,
596,UAGU01.25853.1_1/98-230,SAMN06165215,70596794,,
597,ULXF01.35107.1_1/1-98,SAMEA4835832,,,
598,UZLG01.3162.1_6/11-266,SAMN00715165,,S63,Bilophila_wadsworthia__BilWads6
599,UZLG01.3162.1_5/1-148,SAMN00715165,,,
600,ULYE01.30023.1_1/1-173,SAMEA4835856,,,
601,OYUS01.221.1_3/64-437,SAMN06165431,13241014,S129,Desulfovibrio_sp._3_1_syn3__DsvSp230
602,OYUS01.321.1_2/1-366,SAMN06165431,13241014,S143,Bilophila_wadsworthia__BilWads6
603,OYUS01.164.1_2/52-399,SAMN06165431,13241014,S423,Anaerobic_bacterium_sk.prop8__Bv2Prop2
604,OYUS01.321.1_1/11-266,SAMN06165431,13241014,S24,Bilophila_sp._4_1_30__BilSpec3
605,OYUS01.221.1_2/11-266,SAMN06165431,13241014,S846,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
606,OYUS01.164.1_3/7-240,SAMN06165431,13241014,S424,Desulfitibacter_alkalitolerans__DfiAlka2
607,ORMZ01.48271.1_1/11-115,SAMEA2338743,,,
608,ORMZ01.48271.1_2/1-99,SAMEA2338743,,,
609,ULSF01.34850.1_1/1-342,SAMEA4835701,,S541,Desulfovibrio_piger__DslPige3
610,ULSF01.35904.1_2/7-144,SAMEA4835701,,S285,Desulfovibrio_piger__DslPige3
611,ULVC01.40674.1_1/51-332,SAMEA4835769,,,
612,ULVC01.43899.1_2/11-198,SAMEA4835769,,S912,Desulfovibrio_piger__DslPige3
613,ULVC01.43776.1_1/1-172,SAMEA4835769,,,
614,USWY01.5726.1_3/64-437,SAMN06111942,,S9,Bilophila_wadsworthia__BilWads6
615,USWY01.2295.1_10/62-435,SAMN06111942,,S643,uncultured_bacterium__EF645667
616,USWY01.5726.1_4/11-266,SAMN06111942,,S63,Bilophila_wadsworthia__BilWads6
617,USWY01.2295.1_9/11-266,SAMN06111942,,S868,uncultured_bacterium__EF645667
